time latitude longitude depth mag magType
2023-03-20T15:48:27.300Z -38.0298 176.6965 11.948 4.1 mb
2023-03-20T15:40:36.190Z 37.3664 36.7383 10 4 mb
2023-03-20T14:45:55.606Z 54.2983 -162.5485 27.878 2.5 ml
2023-03-20T14:30:21.229Z 36.1532 71.2691 129.326 4.1 mb
2023-03-20T14:03:31.226Z -19.7178 -178.2666 613.963 4.3 mb
2023-03-20T14:02:15.330Z 45.0657 23.1476 10 4.9 mb
2023-03-20T13:39:54.492Z -18.2849 -70.4781 79.629 4.3 mb
2023-03-20T13:01:35.888Z 51.4903 -176.203 38.136 2.7 ml
2023-03-20T12:45:10.981Z -17.0223 -173.8731 126.895 4.3 mb
2023-03-20T12:14:14.756Z 61.7739 -149.4245 36.6 2.8 ml
2023-03-20T12:11:25.197Z 60.1691 -153.4916 158.1 3.3 ml
2023-03-20T12:06:19.206Z 36.0825 142.3012 10 4.6 mb
2023-03-20T11:57:15.555Z -56.076 -27.8664 130.997 5.1 mb
2023-03-20T10:34:42.530Z 18.582 -66.691 26 3.46 md
2023-03-20T09:57:07.903Z 38.0518 37.1955 10 4.3 mb
2023-03-20T07:42:28.119Z 41.7731 -125.9891 12.725 2.8 ml
2023-03-20T07:28:45.790Z 34.8448333 -116.3308333 4.04 2.59 ml
2023-03-20T07:09:18.762Z 10.8318 -86.4619 41.433 4.4 mb
2023-03-20T07:08:26.407Z 29.8863 142.4074 10 4.9 mb
2023-03-20T07:04:22.173Z 53.9298 -163.7212 25.6 2.5 ml
2023-03-20T06:29:41.181Z 59.3797 -144.7167 8.1 2.9 ml
2023-03-20T05:15:32.287Z 60.3176 -152.7194 110.7 2.9 ml
2023-03-20T05:08:32.859Z -15.2541 -177.3645 384.199 4.3 mb
2023-03-20T03:35:41.600Z 36.95733333 -98.09016667 5 2.52 ml
2023-03-20T02:49:07.442Z 52.7538 -169.7578 11.6 2.8 ml
2023-03-20T01:59:23.003Z 35.4406 140.8939 32.029 4.6 mwr
2023-03-20T01:56:21.756Z 54.5155 -159.8821 11.2 2.5 ml
2023-03-20T01:49:20.869Z 27.2567 55.1082 10 4.1 mb
2023-03-19T23:22:53.120Z 17.9566666666667 -66.8635 17.83 2.51 md
2023-03-19T23:05:04.811Z 63.3986 158.2407 10 5 mb
2023-03-19T22:57:20.680Z 17.9655 -66.8616666666667 17.22 2.51 md
2023-03-19T22:25:52.388Z 41.9509 -119.5759 0.7 2.5 ml
2023-03-19T22:18:36.640Z -2.8106 128.1231 10 4.8 mb
2023-03-19T21:40:35.900Z 17.4415 -68.8423333333333 76.07 3.67 md
2023-03-19T21:19:58.827Z 51.8659 -178.0614 5 3.6 ml
2023-03-19T20:38:12.420Z 45.9988 -75.0901 10.323 2.5 mb_lg
2023-03-19T20:37:10.619Z -22.3102 -174.2524 10 4.4 mb
2023-03-19T20:13:41.052Z 17.6358 145.3733 263.24 4 mb
2023-03-19T20:11:30.106Z 31.60348843 -104.5333196 8.239624022999998 2.5 ml
2023-03-19T19:47:53.117Z -55.8403 -26.2549 10 4.6 mb
2023-03-19T19:30:14.517Z -3.7623 101.8745 63.378 5 mb
2023-03-19T18:33:54.117Z -6.5222 103.8316 27.077 4.1 mb
2023-03-19T18:31:16.231Z -22.361 -174.4271 10 4.2 mb
2023-03-19T18:17:28.265Z -16.0589 -173.8805 100.042 4.5 mb
2023-03-19T18:00:05.821Z 47.071 150.5487 182.015 4.5 mb
2023-03-19T17:51:16.082Z -55.0888 -128.3145 10 4.8 mb
2023-03-19T17:41:58.734Z 11.6935 -72.2114 54.098 4.2 mb
2023-03-19T17:07:30.294Z 38.0366 73.2294 19.042 4.5 mb
2023-03-19T15:59:39.664Z 55.8839 -152.3105 10 2.9 ml
2023-03-19T15:59:31.045Z 55.4669 -151.2687 10 3.1 ml
2023-03-19T15:32:50.717Z 51.073 -179.9082 23.928 2.9 ml
2023-03-19T15:26:00.210Z 17.9395 -66.9626666666667 6.79 2.56 md
2023-03-19T15:16:04.540Z 19.142 -66.5631666666667 38.22 3.19 md
2023-03-19T15:06:27.280Z 59.6095 -151.907 65.4 5.4 mww
2023-03-19T14:26:31.764Z 54.6207 -163.6627 102.6 2.5 ml
2023-03-19T14:14:01.850Z 31.5678333 -115.7038333 6.41 2.7 ml
2023-03-19T14:12:30.690Z 10.7736 -86.4849 32.828 4.5 mb
2023-03-19T13:39:29.895Z 31.66638244 -104.3407318 6.080151367 2.6 ml
2023-03-19T13:29:28.098Z 31.66544373 -104.3439536 5.308911133 3.1 ml
2023-03-19T13:00:55.601Z 54.538 -159.6209 16.4 2.8 ml
2023-03-19T12:56:45.888Z 38.0182 36.4817 9.438 4.3 mb
2023-03-19T12:54:24.814Z 38.0441 36.4908 9.74 4.3 mb
2023-03-19T11:19:50.860Z 38.521 -119.494 5.46 2.68 md
2023-03-19T11:10:10.603Z 37.2943 -104.438 4.493 3.8 mwr
2023-03-19T10:59:09.447Z 72.93 6.6147 10 4.1 mb
2023-03-19T10:45:56.792Z -17.2133 -179.1233 540.1 4.1 mb
2023-03-19T10:12:11.887Z 63.1047 -150.9621 122.4 3.7 ml
2023-03-19T09:53:33.190Z 35.5175 -118.3905 6.66 2.72 ml
2023-03-19T09:51:57.736Z 10.6043 -86.3395 10 4.5 mb
2023-03-19T09:21:06.814Z 59.8243 -152.7596 84.4 2.7 ml
2023-03-19T09:10:56.159Z 62.8674 -148.3942 57.9 2.5 ml
2023-03-19T08:29:52.380Z 18.275 -67.1816666666667 32.77 3.01 md
2023-03-19T08:25:36.210Z 19.2335 -155.3705 32.27 2.81 ml
2023-03-19T06:01:19.083Z 38.5045 73.3438 106.6 4.1 mb
2023-03-19T04:09:26.979Z 21.9828 -108.8152 10 4.2 mb
2023-03-19T03:09:03.449Z -3.4672 146.5067 10 4.7 mb
2023-03-19T02:55:05.728Z -3.3525 146.7397 10 4.7 mb
2023-03-19T02:45:30.934Z -3.4046 146.6817 10 4.9 mb
2023-03-19T01:59:19.041Z 58.7157 -153.9181 79.6 2.8 ml
2023-03-19T01:36:37.800Z 65.4895 -134.7692 10 3.1 ml
2023-03-19T01:25:39.158Z 2.3236 128.8497 10 4.9 mb
2023-03-19T01:01:27.470Z 19.1123 -66.6403 24 3.18 md
2023-03-18T23:31:23.999Z 52.2151 -169.974 25.6 2.7 ml
2023-03-18T23:14:46.048Z -18.1178 -178.0417 552.905 4.8 mb
2023-03-18T23:09:59.015Z 37.1658 -104.7419 5.607 3.1 ml
2023-03-18T21:58:06.342Z 52.1018 -178.481 175.14 2.9 ml
2023-03-18T21:42:38.843Z -38.0279 176.687 11.001 3.6 ml
2023-03-18T21:23:56.290Z 40.4828333 -124.8203333 19.76 2.56 md
2023-03-18T21:03:09.534Z 52.3291 -173.6123 121 2.5 ml
2023-03-18T21:03:07.067Z 51.3462 -173.2652 35 3 ml
2023-03-18T20:35:47.110Z 17.9388 -66.959 6 3.1 md
2023-03-18T20:30:07.619Z -23.1182 -68.9075 97.39 4.6 mwr
2023-03-18T20:20:10.328Z -6.1243 147.5788 73.786 4.1 mb
2023-03-18T19:55:30.400Z 19.1745 -155.459666666667 32.52 2.65 ml
2023-03-18T17:52:17.580Z 17.9461666666667 -66.9535 7.12 2.78 md
2023-03-18T17:19:33.150Z 33.2471667 -115.7958333 7.07 3.56 mlr
2023-03-18T17:12:52.583Z -2.8367 -79.8436 65.842 6.8 mww
2023-03-18T17:08:43.502Z 51.4838 -175.5683 25.7 3.2 ml
2023-03-18T17:05:13.970Z 30.0028 142.0299 10 4.8 mb
2023-03-18T17:04:54.311Z 52.2135 172.6814 10 4.2 mb
2023-03-18T17:02:09.710Z 18.1815 -67.1081666666667 20.45 2.55 md
2023-03-18T16:52:07.010Z 33.2466667 -115.799 7.15 3.55 mw
2023-03-18T16:33:32.116Z 22.2289 -108.5305 10 4.4 mb
2023-03-18T16:30:45.393Z 2.3196 128.7848 10.442 4.9 mb
2023-03-18T15:51:42.413Z 29.9218 141.7433 33.695 4.4 mb
2023-03-18T15:41:44.548Z -33.333 -68.4423 48.406 5 mb
2023-03-18T15:29:14.427Z 69.0569 -144.5664 12.7 2.9 ml
2023-03-18T14:36:25.941Z 47.1626 153.3164 61.173 4.4 mb
2023-03-18T14:23:06.660Z 37.508 -117.9741667 0.32 3.7 mw
2023-03-18T14:05:47.024Z 61.5545 -150.0415 29.4 2.8 ml
2023-03-18T13:54:50.107Z 52.8071 -162.1219 10 3.3 ml
2023-03-18T12:33:12.810Z 17.8611666666667 -66.4016666666667 5.08 2.52 md
2023-03-18T11:53:43.802Z 50.8658 -173.9837 26.1 2.6 ml
2023-03-18T10:53:57.080Z 17.9343333333333 -66.9575 6.62 2.77 md
2023-03-18T10:31:31.848Z 51.8368 -178.0916 6.4 2.5 ml
2023-03-18T10:05:53.113Z 22.3873 -108.2477 10 4.2 mb
2023-03-18T10:05:20.615Z -7.0637 155.625 10 4.8 mb
2023-03-18T09:25:31.288Z 37.8271 36.3781 4.91 4.3 mb
2023-03-18T09:22:40.130Z 19.8418333333333 -155.595 21.72 2.58 ml
2023-03-18T08:50:29.255Z 5.0766 127.2819 93.803 4.1 mb
2023-03-18T08:08:13.875Z 56.8839 -158.125 6.9 3 ml
2023-03-18T07:14:40.961Z 2.3406 128.8997 10.06 4.7 mb
2023-03-18T07:03:42.530Z 37.5096667 -117.972 -0.21 3.87 mw
2023-03-18T06:50:07.197Z -19.7823 -66.9232 242.129 4.7 mb
2023-03-18T06:39:52.972Z 27.2426 55.0512 10 4.2 mb
2023-03-18T06:38:27.741Z 44.263 -116.1454 10 2.6 ml
2023-03-18T06:32:50.210Z 17.9363333333333 -66.961 6.52 2.56 md
2023-03-18T05:14:29.689Z 37.9741 36.4482 6.974 4.4 mb
2023-03-18T04:31:18.708Z 22.2244 -108.6706 10 4.5 mb
2023-03-18T03:44:10.637Z -30.4146 -176.6294 10 5 mb
2023-03-18T03:41:46.738Z -10.2488 -73.6824 56.084 4.4 mb
2023-03-18T03:01:09.355Z -19.265 -179.1251 482.171 4.6 mb
2023-03-18T01:33:29.340Z 17.983 -66.9983333333333 11.35 2.69 md
2023-03-18T01:14:03.278Z -21.1669 168.7912 10 4.7 mb
2023-03-18T01:07:42.637Z -11.8817 166.198 10 4.2 mb
2023-03-18T01:01:01.692Z 22.1532 -108.7318 10 4.2 mb
2023-03-18T00:42:04.422Z -43.7604 172.9251 10 4.5 mb
2023-03-18T00:14:48.011Z -22.3589 -177.5499 328.912 4.5 mb
2023-03-18T00:00:54.476Z 36.5161 69.8417 162.193 4.9 mww
2023-03-17T23:43:20.688Z -22.953 167.719 10 4.6 mb
2023-03-17T23:04:52.339Z 28.431 139.7851 392.263 4.4 mb
2023-03-17T22:01:22.380Z 19.3643333333333 -155.233166666667 29.93 2.65 ml
2023-03-17T21:41:04.422Z 31.61504208 -103.9950537 7.764025879 2.7 ml
2023-03-17T20:54:10.924Z -38.0417 176.6044 8.576 3.7 ml
2023-03-17T20:50:08.136Z 32.48840332 -101.6723037 10.90681966 3.3 ml
2023-03-17T20:32:04.105Z -23.3535 -177.0585 156.346 4.6 mb
2023-03-17T19:58:06.747Z -38.1072 176.6233 6.528 4.7 mb
2023-03-17T19:37:59.190Z 5.9818 125.8004 125.882 4.7 mb
2023-03-17T19:19:23.358Z -0.256 -80.6624 10 4.5 mb
2023-03-17T18:19:10.371Z 38.2387 75.551 139.449 4.7 mb
2023-03-17T17:01:58.770Z 18.0056666666667 -67.0205 7.97 2.68 md
2023-03-17T16:56:30.915Z -15.6465 -174.3489 143.264 4.4 mb
2023-03-17T16:30:01.370Z 17.9801666666667 -66.9538333333333 6.68 2.54 md
2023-03-17T16:11:39.539Z 5.9278 126.9379 74.68 5 mb
2023-03-17T15:46:01.944Z -38.0709 176.6406 10 5.3 mww
2023-03-17T15:39:59.639Z -29.7016 -176.2145 10 4.6 mb
2023-03-17T15:31:07.356Z -38.0795 176.6167 10 4.8 mb
2023-03-17T15:04:25.116Z 59.2674 -144.9377 8.6 4.9 mb
2023-03-17T14:16:48.191Z 18.5883 120.4652 10 4.3 mb
2023-03-17T14:15:21.444Z -7.3476 129.2083 134.679 4.2 mb
2023-03-17T14:12:02.264Z 51.1671 -173.6072 10 2.8 ml
2023-03-17T13:56:04.434Z 14.5246 119.993 42.985 4.9 mb
2023-03-17T13:45:43.966Z 37.7747 21.2727 30.579 4.4 mb
2023-03-17T13:23:29.080Z 18.4305 120.3745 23.843 4.9 mb
2023-03-17T12:05:27.335Z -9.021 109.7511 49.69 5 mww
2023-03-17T10:47:51.296Z -6.1026 147.4907 62.09 4.9 mb
2023-03-17T10:39:39.732Z 30.7834 96.0546 10 5.1 mb
2023-03-17T09:24:19.210Z 18.9893333333333 -65.0575 17.67 3.36 md
2023-03-17T08:46:25.287Z -9.7024 -74.7478 125.683 4.3 mb
2023-03-17T08:40:32.249Z 32.37945557 -102.1063977 3.203572591 2.6 ml
2023-03-17T08:16:05.999Z 43.6578 -128.1969 10 4.3 mb
2023-03-17T07:44:51.680Z 35.5491667 -121.553 6.87 2.59 md
2023-03-17T07:22:31.650Z 18.9523 -64.9905 50 3.79 md
2023-03-17T07:16:07.914Z 52.1628 -176.3314 289 3 ml
2023-03-17T06:22:16.640Z 31.8516667 -116.1728333 15.51 3.15 ml
2023-03-17T06:00:31.810Z 17.9411666666667 -66.958 6.89 2.89 md
2023-03-17T05:08:00.560Z -17.3976 -178.8505 549.842 4.4 mb
2023-03-17T05:03:36.638Z 50.6661 -173.8079 10 2.7 ml
2023-03-17T04:56:54.525Z 40.1887 -98.3529 10 2.9 mb_lg
2023-03-17T04:31:34.319Z -30.0465 -176.5738 10 4.6 mb
2023-03-17T04:03:55.798Z 54.4176 -159.7906 33.606 3.2 ml
2023-03-17T03:40:16.852Z 31.65733986 -104.4590669 7.622631836000001 2.7 ml
2023-03-17T03:38:28.042Z 4.941 125.4914 178.641 4.5 mb
2023-03-17T03:33:15.323Z 52.5639 -169.9892 44.76 4.2 mb
2023-03-17T03:26:18.310Z 19.2768 -67.8263 96 4.41 md
2023-03-17T02:51:52.873Z -7.9375 128.2439 60.792 4.1 mb
2023-03-17T01:59:45.026Z 38.5468 73.1539 10 4.5 mb
2023-03-17T01:41:13.926Z 38.0328 36.5559 5 4.3 mb
2023-03-17T01:35:13.406Z 13.0328 -90.2058 35 4.2 mb
2023-03-17T01:25:40.340Z 42.191833333333335 -119.39533333333333 7.75 2.86 ml
2023-03-17T00:25:54.567Z 54.967 -157.7198 29.9 2.5 ml
2023-03-16T23:26:50.555Z 63.2182 -150.3806 112.7 3.2 ml
2023-03-16T22:58:01.480Z 17.9513333333333 -66.9568333333333 5.71 2.62 md
2023-03-16T22:49:07.920Z 17.94 -66.9551666666667 6.2 2.76 md
2023-03-16T21:57:24.310Z 18.128 -67.083 14 3.35 md
2023-03-16T21:39:54.896Z 53.1662 -166.7078 35 3.4 ml
2023-03-16T21:30:48.710Z 19.602 -65.4026 10 3.61 md
2023-03-16T21:16:31.460Z 51.7328 178.3388 105.8 3.3 ml
2023-03-16T20:41:44.683Z 30.7312 50.1542 22.01 4.3 mb
2023-03-16T20:37:11.770Z 42.1935 -119.39433333333334 9.31 2.92 ml
2023-03-16T20:33:40.880Z 42.18816666666667 -119.3925 7.64 3.35 ml
2023-03-16T19:59:13.781Z 36.2858 34.3874 10 4.3 mb
2023-03-16T19:57:41.367Z 51.4066 -175.5755 35 3.1 ml
2023-03-16T19:28:51.822Z 31.51953069 -104.0041487 7.93112793 2.7 ml
2023-03-16T18:48:25.130Z 18.1381666666667 -67.0128333333333 24.61 2.59 md
2023-03-16T18:32:51.583Z 35.3098 45.9785 10 5.1 mww
2023-03-16T18:19:40.179Z 51.3615 -179.4315 59.426 2.5 ml
2023-03-16T18:13:37.178Z -30.4659 -176.6042 10 4.6 mb
2023-03-16T17:54:57.645Z 1.7877 126.2915 38.467 4.6 mb
2023-03-16T17:29:47.227Z 31.66690987 -104.3294322 7.468383789 2.5 ml
2023-03-16T17:27:42.980Z -23.7586 -179.5163 546.23 4.5 mb
2023-03-16T17:22:05.703Z 7.0408 126.4701 13.8 4.2 mb
2023-03-16T17:03:07.257Z 11.4766 138.7913 10 5 mww
2023-03-16T16:13:19.895Z 57.1347 -156.348 16.9 3 ml
2023-03-16T16:06:45.030Z 17.9518333333333 -66.9498333333333 8.04 2.51 md
2023-03-16T14:59:10.469Z 56.095 -116.6227 10 5 mb
2023-03-16T14:51:26.866Z 1.8181 127.3533 119.851 4.3 mb
2023-03-16T14:46:18.749Z 56.1128 -116.6129 9.809 4.8 mb
2023-03-16T14:27:17.538Z 52.8826 -162.8689 9.5 3 ml
2023-03-16T14:03:58.429Z 5.3547 -77.565 25.14 4.6 mb
2023-03-16T14:00:28.204Z 52.9988 -163.0393 39.62 3.5 ml
2023-03-16T13:41:18.052Z 56.9083 -158.07 5.3 2.6 ml
2023-03-16T12:53:07.216Z -30.4739 -176.6693 22.014 4.7 mb
2023-03-16T12:35:12.170Z 37.525 -121.6948333 3.38 2.88 md
2023-03-16T11:47:15.128Z 38.4857 45.0727 10 5.2 mww
2023-03-16T10:55:07.953Z 40.7392 31.5128 10 4.8 mww
2023-03-16T08:40:26.345Z 58.3173 -151.2229 29.6 2.5 ml
2023-03-16T08:36:56.310Z 17.9391666666667 -66.9648333333333 7.09 2.65 md
2023-03-16T08:14:28.475Z -11.5482 117.4096 10 4.3 mb
2023-03-16T08:12:20.618Z -18.7966 168.3046 35 4.6 mb
2023-03-16T07:23:20.649Z 50.2117 178.8007 26.2 3 ml
2023-03-16T07:12:17.657Z 51.3973 -176.4213 25.6 2.7 ml
2023-03-16T07:06:21.438Z -15.803 -172.614 10 4.8 mb
2023-03-16T07:02:06.388Z 57.3438 -154.7857 19.7 3.1 ml
2023-03-16T06:29:45.150Z 17.9585 -66.9513333333333 7.27 2.73 md
2023-03-16T06:00:51.200Z 18.8338 -64.6043 16 3.84 md
2023-03-16T05:22:41.093Z -10.6 113.3077 10 5.2 mww
2023-03-16T05:11:01.680Z 18.0511666666667 -65.8028333333333 12.16 2.78 md
2023-03-16T04:42:16.938Z 51.8329 -178.0838 9.565 2.5 ml
2023-03-16T04:25:20.410Z 17.9483333333333 -66.9581666666667 6.6 3.06 md
2023-03-16T04:21:25.254Z 15.532 120.1099 58.472 4.8 mb
2023-03-16T02:58:28.918Z 51.8424 -178.0934 6.875 3 ml
2023-03-16T01:59:45.854Z 32.00409733 -103.8207651 7.018493652 2.6 ml
2023-03-16T01:50:59.469Z 35.12266667 -95.54133333 7.12 2.6 ml
2023-03-16T01:46:10.227Z -30.1631 -176.4208 10 5.2 mb
2023-03-16T01:21:31.820Z 19.816 -155.3685 31.6 2.71 ml
2023-03-16T01:19:08.010Z 17.9536666666667 -66.9618333333333 7.06 3.04 md
2023-03-16T01:05:03.860Z 18.6648330688477 -155.776168823242 81.620002746582 2.86 ml
2023-03-16T00:56:16.750Z 18.6076666666667 -65.0575 13.84 3.2 md
2023-03-16T00:56:02.207Z -30.1147 -176.1116 22.065 7 mww
2023-03-16T00:41:06.690Z 18.8926 -65.033 21 3.74 md
2023-03-15T22:34:39.340Z 37.5045 -117.9708333 0.31 2.72 md
2023-03-15T22:24:22.750Z 18.8836666666667 -155.525833333333 34.97 2.62 ml
2023-03-15T21:54:36.010Z 17.9665 -66.9658333333333 6.86 2.89 md
2023-03-15T21:50:42.472Z 3.9198 -76.0786 170.701 4.6 mb
2023-03-15T21:44:05.160Z 37.5105 -117.9556667 -0.79 3.75 mw
2023-03-15T21:35:21.464Z -24.3628 -70.8538 36.758 4.4 mb
2023-03-15T21:28:40.290Z 37.499 -117.9785 13.17 2.59 md
2023-03-15T21:25:37.898Z 4.7176 126.9296 37.686 5.4 mww
2023-03-15T21:09:09.200Z 37.533 -117.9818333 4.84 2.57 md
2023-03-15T21:01:01.372Z 57.1432 -156.3539 3.3 2.7 ml
2023-03-15T20:45:24.510Z 37.51 -117.9746667 0.09 2.68 md
2023-03-15T20:43:22.839Z 36.42283333 -96.91183333 6.42 2.82 ml
2023-03-15T19:49:40.083Z -2.3878 139.4477 27.806 4.4 mb
2023-03-15T19:43:39.650Z 37.5003333 -117.951 -0.89 2.64 md
2023-03-15T19:20:18.570Z 17.9228333333333 -66.799 7.83 2.75 md
2023-03-15T19:20:04.928Z -9.7734 161.6588 10.116 4.8 mb
2023-03-15T19:19:22.708Z -5.3057 153.7007 44.87 4.6 mb
2023-03-15T19:11:15.650Z 17.9578333333333 -66.9538333333333 6.4 2.58 md
2023-03-15T18:46:31.987Z 40.4563 -126.0812 10 2.7 ml
2023-03-15T18:39:19.436Z -17.7913 -178.6496 560.86 4.4 mb
2023-03-15T18:29:41.780Z 35.7473333 -121.2455 6.15 3.49 mw
2023-03-15T18:24:43.604Z 58.4617 -156.6562 189.5 2.8 ml
2023-03-15T18:09:15.118Z 59.2566 -136.5731 10 2.7 ml
2023-03-15T17:22:27.950Z 17.9445 -66.9555 6.67 2.66 md
2023-03-15T17:17:17.310Z 17.9366666666667 -66.9576666666667 5.72 2.67 md
2023-03-15T17:17:01.910Z 17.9593333333333 -66.9543333333333 6.72 3.13 md
2023-03-15T16:57:20.121Z -7.198 154.9978 10 4.6 mb
2023-03-15T16:53:52.655Z -8.9189 -109.2682 10 4.5 mb
2023-03-15T16:14:41.850Z 18.642 -64.9888 30 3.53 md
2023-03-15T15:32:26.715Z 3.1508 123.3339 485.287 4 mb
2023-03-15T15:24:51.399Z 52.6436 -166.8993 13.277 2.6 ml
2023-03-15T15:20:32.880Z -53.2211 159.8292 16.082 4 mb
2023-03-15T14:44:31.441Z 19.5173 -102.3255 10 4.4 mb
2023-03-15T14:01:27.637Z -5.3339 133.9895 10 4 mb
2023-03-15T12:54:07.830Z 37.4855 -117.9975 7.77 2.78 md
2023-03-15T12:26:15.692Z -17.4994 -178.5807 534.512 4.5 mb
2023-03-15T11:34:24.170Z 17.9421 -66.9566 6 2.77 md
2023-03-15T11:30:52.004Z 5.4553 -77.7393 15.916 4.4 mb
2023-03-15T11:23:01.310Z 17.9426 -66.949 6 3.45 md
2023-03-15T11:15:52.560Z 19.1108333333333 -155.415333333333 31.58 2.74 md
2023-03-15T10:13:40.750Z -6.7728 155.0939 10 4.2 mb
2023-03-15T10:01:39.010Z 19.1676666666667 -66.6238333333333 49.82 3.4 md
2023-03-15T09:58:38.112Z 53.0021 -162.9695 10 2.9 ml
2023-03-15T09:50:01.140Z 19.1916666666667 -66.5836666666667 43.22 3.16 md
2023-03-15T09:40:42.815Z 33.7831 81.9103 10 4.4 mb
2023-03-15T09:35:42.026Z -28.3035 -70.5433 71.815 4.3 mb
2023-03-15T09:28:20.095Z -17.9228 -174.4515 125.517 4.5 mb
2023-03-15T08:52:45.440Z 17.9396666666667 -66.9561666666667 6 2.79 md
2023-03-15T08:30:01.760Z 17.9475 -66.9531666666667 7.36 2.97 md
2023-03-15T08:15:00.990Z 17.961 -66.9533333333333 7.43 2.53 md
2023-03-15T08:10:36.980Z 17.9633333333333 -66.9506666666667 7.81 3.14 md
2023-03-15T08:02:59.260Z 17.9566666666667 -66.9556666666667 6.25 2.51 md
2023-03-15T08:00:06.455Z 51.9977 -178.2921 10 2.9 ml
2023-03-15T07:56:35.460Z 17.951 -66.9633333333333 7.1 2.67 md
2023-03-15T07:51:46.470Z 17.9291 -66.9568 7 4.2 ml
2023-03-15T07:39:14.953Z -15.0743 -173.4213 39.209 4.7 mb
2023-03-15T07:23:25.444Z 51.8525 -178.1027 3.781 3.2 ml
2023-03-15T07:08:15.625Z 60.3648 -159.6991 13.8 3.2 ml
2023-03-15T06:55:06.890Z 19.1966666666667 -66.5143333333333 24.96 3.42 md
2023-03-15T06:36:26.610Z 18.5519 -106.8189 10 4.5 mb
2023-03-15T06:27:08.490Z 34.6115 32.4795 10 4.2 mb
2023-03-15T05:00:39.081Z 63.2476 -150.5434 127 2.5 ml
2023-03-15T03:39:49.699Z 0.8617 -29.2283 10 5 mb
2023-03-15T03:39:32.193Z 51.9019 -177.9432 3.363 2.5 ml
2023-03-15T03:38:34.145Z 37.7886 101.4197 13.053 4.2 mb
2023-03-15T03:29:55.906Z 37.1397 36.3882 11.679 4.2 mb
2023-03-15T03:09:50.119Z 56.0005 -148.9221 10 3.2 ml
2023-03-15T02:32:21.226Z 34.9812 81.3674 15.942 4.7 mb
2023-03-15T02:14:55.328Z 53.7722 -164.3033 46.2 2.6 ml
2023-03-15T01:20:31.230Z 33.1871667 -115.5696667 4.45 2.53 ml
2023-03-15T01:16:17.301Z -19.432 -173.3925 10 4.6 mb
2023-03-15T01:03:03.595Z 54.4438 -159.6746 25.4 2.5 ml
2023-03-15T00:43:59.040Z 17.9966666666667 -66.9813333333333 41.31 2.72 md
2023-03-15T00:36:46.559Z -13.1851 167.0387 183.313 4.9 mb
2023-03-15T00:13:03.745Z 51.864 -178.0829 6.943 3 ml
2023-03-14T23:47:43.970Z 40.9453333 -123.7206667 25.47 2.5 md
2023-03-14T23:45:31.573Z -29.8035 -179.2164 309.485 4.6 mb
2023-03-14T23:05:46.984Z 61.576 -146.1941 29.3 2.6 ml
2023-03-14T22:54:21.750Z 17.9556666666667 -65.436 12.48 3.1 md
2023-03-14T22:48:14.890Z 14.2098 144.7947 9.243 3.8 mb
2023-03-14T22:47:32.512Z 32.46368408 -102.0313691 9.610717772999998 3.2 ml
2023-03-14T22:35:25.715Z 50.555 -169.8396 10 3.9 mb
2023-03-14T21:39:05.010Z 35.4658 140.2166 64.834 4.2 mb
2023-03-14T21:31:00.385Z 51.313 160.0092 10 4.1 mb
2023-03-14T21:05:08.655Z 36.0485 139.7601 67.95 4.3 mb
2023-03-14T20:55:44.262Z -17.5492 -69.4584 170.344 4.5 mb
2023-03-14T20:36:02.617Z 56.5667 -148.6068 10 3.3 ml
2023-03-14T20:35:57.589Z 51.8637 -178.0802 5 2.7 ml
2023-03-14T20:28:25.849Z 31.61375674 -104.3410984 6.157275391 2.7 ml
2023-03-14T19:56:38.955Z -38.4214 -75.2851 7.479 5.5 mww
2023-03-14T19:15:55.330Z 36.6931667 -121.3293333 4.33 2.8 ml
2023-03-14T18:58:35.180Z 36.6936667 -121.3316667 4.21 2.89 md
2023-03-14T18:54:49.713Z 56.252 -149.5993 3.2 2.8 ml
2023-03-14T18:22:35.666Z 53.8096 -163.9988 26.3 3.1 ml
2023-03-14T18:07:53.140Z 36.6948333 -121.3335 3.72 2.54 md
2023-03-14T17:47:48.710Z 36.6793333 -121.3518333 1.77 2.76 md
2023-03-14T17:46:51.420Z 36.6975 -121.3381667 4.19 3.21 ml
2023-03-14T17:41:44.820Z 36.7003333 -121.34 3.99 3.24 ml
2023-03-14T17:41:24.710Z 36.6996667 -121.339 4.02 3.19 ml
2023-03-14T17:38:23.510Z 37.5156667 -117.9813333 4.06 2.78 md
2023-03-14T16:51:49.122Z 55.3473 -157.7916 2.8 2.8 ml
2023-03-14T16:36:02.820Z 35.5876 22.1207 32.581 5.4 mww
2023-03-14T16:25:16.768Z 54.7884 -159.8728 37.792 3 ml
2023-03-14T16:04:41.560Z 18.8035 -67.3203333333333 9.21 3.22 md
2023-03-14T14:51:42.710Z 37.5095 -117.9848333 3.18 2.85 md
2023-03-14T14:49:49.529Z 37.7866 37.3903 10 4.6 mwr
2023-03-14T14:42:40.640Z 32.3118333 -115.328 16.2 2.52 ml
2023-03-14T14:39:25.740Z 37.5028333 -117.9585 -0.24 2.91 ml
2023-03-14T14:34:04.911Z 51.2748 -178.2475 42.522 2.9 ml
2023-03-14T14:11:29.570Z 17.9775 -66.9855 38.57 2.7 md
2023-03-14T13:50:35.545Z 5.7913 126.9355 154.503 4.2 mb
